lat_adj,lon_adj,acq_date,acq_year,acq_month,acq_day,brightness,confidence,frp,name,nombre,T_mean,rain,weather_code,weather_time,wind_speed,weather_code_description,address_full,state,town
2.21,-74.02,2020-03-21,2020,3,21,331.9,82.0,20.7,Colombia,tinigua,28.6,0.0,3,2020-03-21,17.4,Cloudy,"city_district     Vda. Bocana del Perdido
town                          La Macarena
state_district                     Ariari
state                                Meta
ISO3166-2-lvl4                     CO-MET
region             RAP (Especial) Central
country                          Colombia
country_code                           co
dtype: object",Meta,LaMacarena
2.24,-73.81,2020-02-23,2020,2,23,313.7,88.0,13.3,Colombia,sierra de la macarena,28.2,3.1,53,2020-02-23,24.7,Drizzle,"locality                 Playa El Diablo
town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.26,-74.1,2022-02-16,2022,2,16,336.9,87.0,29.1,Colombia,tinigua,27.3,7.3,63,2022-02-16,30.8,Rain,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.26,-73.94,2022-01-31,2022,1,31,334.9,81.0,26.7,Colombia,tinigua,27.7,0.3,51,2022-01-31,11.1,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.27,-74.09,2022-02-16,2022,2,16,425.3,100.0,441.0,Colombia,tinigua,27.3,8.1,63,2022-02-16,24.9,Rain,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.27,-74.07,2022-02-13,2022,2,13,328.1,82.0,116.7,Colombia,tinigua,27.3,5.3,63,2022-02-13,18.9,Rain,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.27,-74.04,2020-01-26,2020,1,26,350.1,95.0,55.7,Colombia,tinigua,28.1,0.8,51,2020-01-26,15.7,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.28,-74.07,2022-02-13,2022,2,13,331.2,85.0,138.3,Colombia,tinigua,27.3,5.3,63,2022-02-13,18.9,Rain,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.28,-74.07,2022-02-19,2022,2,19,333.9,86.0,91.2,Colombia,tinigua,27.6,5.1,61,2022-02-19,26.8,Light Rain,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.28,-74.05,2019-02-26,2019,2,26,333.8,84.0,40.1,Colombia,tinigua,27.1,16.6,63,2019-02-26,19.2,Rain,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.28,-74.05,2022-01-08,2022,1,8,330.2,81.0,22.3,Colombia,tinigua,27.2,0.8,51,2022-01-08,19.4,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.28,-74.05,2022-02-19,2022,2,19,350.9,96.0,206.2,Colombia,tinigua,27.6,5.1,61,2022-02-19,26.8,Light Rain,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.28,-73.99,2021-03-21,2021,3,21,331.9,85.0,87.2,Colombia,tinigua,27.6,0.4,51,2021-03-21,26.0,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.28,-73.98,2021-03-21,2021,3,21,345.7,93.0,162.8,Colombia,tinigua,27.6,0.4,51,2021-03-21,26.0,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.28,-73.97,2021-03-21,2021,3,21,334.8,87.0,100.5,Colombia,tinigua,27.6,0.4,51,2021-03-21,26.0,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.29,-74.14,2022-02-14,2022,2,14,332.9,85.0,27.7,Colombia,tinigua,27.1,1.5,55,2022-02-14,17.2,Heavy Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.29,-74.13,2020-02-09,2020,2,9,344.6,92.0,52.0,Colombia,tinigua,28.1,0.8,51,2020-02-09,26.3,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.29,-74.12,2021-02-13,2021,2,13,327.7,83.0,20.9,Colombia,tinigua,27.4,2.7,51,2021-02-13,23.3,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.29,-74.12,2022-01-22,2022,1,22,328.7,80.0,16.1,Colombia,tinigua,26.0,11.5,63,2022-01-22,17.7,Rain,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.29,-74.11,2022-01-08,2022,1,8,331.3,82.0,24.4,Colombia,tinigua,27.2,0.8,51,2022-01-08,19.4,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.29,-74.1,2020-01-31,2020,1,31,376.7,94.0,233.7,Colombia,tinigua,28.4,0.0,1,2020-01-31,16.8,Mainly Sunny,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.29,-74.1,2020-02-07,2020,2,7,338.4,88.0,84.7,Colombia,tinigua,27.8,3.3,61,2020-02-07,17.1,Light Rain,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.29,-74.03,2020-02-18,2020,2,18,328.4,82.0,23.3,Colombia,tinigua,28.0,1.8,53,2020-02-18,19.4,Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.29,-73.98,2022-01-27,2022,1,27,335.9,86.0,71.3,Colombia,tinigua,26.5,2.8,53,2022-01-27,18.0,Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.29,-73.9,2022-02-02,2022,2,2,329.1,80.0,29.1,Colombia,tinigua,27.4,0.8,51,2022-02-02,24.8,Light Drizzle,"locality           Charco Casa De Piedra
town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.3,-74.14,2022-02-14,2022,2,14,337.1,88.0,35.6,Colombia,tinigua,27.1,1.5,55,2022-02-14,17.2,Heavy Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.3,-74.13,2020-02-09,2020,2,9,343.9,91.0,50.3,Colombia,tinigua,28.1,0.8,51,2020-02-09,26.3,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.3,-74.1,2020-03-23,2020,3,23,326.8,82.0,18.2,Colombia,tinigua,27.8,14.7,63,2020-03-23,21.7,Rain,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.3,-73.98,2020-02-20,2020,2,20,327.8,81.0,22.3,Colombia,tinigua,27.9,1.3,51,2020-02-20,13.6,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.31,-74.14,2020-02-14,2020,2,14,342.9,91.0,155.9,Colombia,tinigua,28.3,0.6,51,2020-02-14,11.8,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.31,-74.12,2019-02-15,2019,2,15,346.1,81.0,47.9,Colombia,tinigua,28.1,1.4,51,2019-02-15,15.0,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.31,-74.12,2020-02-23,2020,2,23,311.8,83.0,12.2,Colombia,tinigua,28.2,1.9,53,2020-02-23,24.8,Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.31,-74.11,2019-02-15,2019,2,15,364.2,94.0,93.4,Colombia,tinigua,28.1,1.4,51,2019-02-15,15.0,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.31,-74.11,2020-02-13,2020,2,13,365.8,100.0,144.5,Colombia,tinigua,27.8,0.3,51,2020-02-13,12.9,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.31,-74.11,2022-01-06,2022,1,6,332.9,84.0,25.65,Colombia,tinigua,27.5,1.1,53,2022-01-06,17.7,Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.31,-74.1,2020-02-07,2020,2,7,330.5,82.0,55.6,Colombia,tinigua,27.8,3.3,61,2020-02-07,17.1,Light Rain,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.31,-74.1,2022-02-21,2022,2,21,352.7,96.0,92.3,Colombia,tinigua,28.1,0.4,51,2022-02-21,18.9,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.31,-74.08,2022-02-21,2022,2,21,360.8,100.0,125.7,Colombia,tinigua,28.1,0.4,51,2022-02-21,18.9,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.31,-74.06,2022-01-04,2022,1,4,340.5,91.0,94.5,Colombia,tinigua,26.9,8.0,63,2022-01-04,16.9,Rain,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.31,-74.04,2022-01-29,2022,1,29,337.9,88.0,37.4,Colombia,tinigua,27.4,0.1,51,2022-01-29,8.7,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.31,-74.04,2022-02-05,2022,2,5,321.5,100.0,19.3,Colombia,tinigua,27.0,2.1,55,2022-02-05,15.6,Heavy Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.31,-74.0,2022-01-03,2022,1,3,336.8,88.0,101.2,Colombia,tinigua,26.2,5.8,61,2022-01-03,14.8,Light Rain,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.31,-73.99,2022-01-03,2022,1,3,349.1,95.0,178.0,Colombia,tinigua,26.2,5.8,61,2022-01-03,14.8,Light Rain,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.31,-73.98,2020-02-20,2020,2,20,331.6,84.0,27.6,Colombia,tinigua,27.9,1.3,51,2020-02-20,13.6,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.31,-73.98,2022-01-03,2022,1,3,327.9,81.0,61.6,Colombia,tinigua,26.2,5.8,61,2022-01-03,14.8,Light Rain,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.31,-73.98,2022-02-21,2022,2,21,358.0,99.0,124.2,Colombia,tinigua,28.1,0.4,51,2022-02-21,18.9,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.32,-74.14,2022-01-28,2022,1,28,362.0,100.0,438.8,Colombia,tinigua,27.0,0.8,51,2022-01-28,9.9,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.32,-74.13,2020-02-13,2020,2,13,346.4,83.0,68.4,Colombia,tinigua,27.8,0.6,51,2020-02-13,13.6,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.32,-74.13,2020-02-14,2020,2,14,362.2,100.0,326.8,Colombia,tinigua,28.3,0.3,51,2020-02-14,11.8,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.32,-74.13,2022-01-04,2022,1,4,348.7,94.0,89.5,Colombia,tinigua,26.8,13.1,65,2022-01-04,17.7,Heavy Rain,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.32,-74.11,2020-02-13,2020,2,13,385.5,100.0,262.6,Colombia,tinigua,27.8,0.6,51,2020-02-13,13.6,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.32,-74.07,2020-02-13,2020,2,13,340.5,90.0,54.5,Colombia,tinigua,27.8,0.6,51,2020-02-13,13.6,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.32,-74.06,2022-01-28,2022,1,28,328.9,81.0,90.6,Colombia,tinigua,27.0,0.8,51,2022-01-28,9.9,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.32,-74.06,2022-02-03,2022,2,3,318.0,96.0,26.2,Colombia,tinigua,27.1,1.1,51,2022-02-03,24.6,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.32,-74.05,2022-01-28,2022,1,28,338.5,89.0,161.2,Colombia,tinigua,27.0,0.8,51,2022-01-28,9.9,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.32,-74.04,2022-01-29,2022,1,29,326.8,80.0,27.2,Colombia,tinigua,27.5,0.1,51,2022-01-29,9.9,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.32,-73.99,2020-02-06,2020,2,6,334.5,86.0,64.3,Colombia,tinigua,27.4,2.4,53,2020-02-06,12.1,Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.32,-73.98,2022-01-04,2022,1,4,320.9,100.0,18.1,Colombia,tinigua,26.8,13.1,65,2022-01-04,17.7,Heavy Rain,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.32,-73.97,2020-02-06,2020,2,6,328.4,82.0,45.4,Colombia,tinigua,27.4,2.4,53,2020-02-06,12.1,Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.32,-73.78,2019-02-24,2019,2,24,332.8,82.0,23.0,Colombia,sierra de la macarena,28.2,8.2,63,2019-02-24,20.7,Rain,"road              La Macarena - Loma Linda
hamlet                         Caño Canoas
town                           La Macarena
state_district                      Ariari
state                                 Meta
ISO3166-2-lvl4                      CO-MET
region              RAP (Especial) Central
country                           Colombia
country_code                            co
dtype: object",Meta,LaMacarena
2.33,-74.15,2022-01-29,2022,1,29,332.7,84.0,26.1,Colombia,tinigua,27.5,0.1,51,2022-01-29,9.9,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.33,-74.14,2020-02-18,2020,2,18,374.9,100.0,132.3,Colombia,tinigua,28.0,1.5,51,2020-02-18,19.6,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.33,-74.14,2022-01-27,2022,1,27,324.4,80.0,52.6,Colombia,tinigua,26.5,5.0,55,2022-01-27,17.9,Heavy Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.33,-74.13,2020-02-18,2020,2,18,350.7,95.0,59.2,Colombia,tinigua,28.0,1.5,51,2020-02-18,19.6,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.33,-74.1,2020-02-13,2020,2,13,363.8,100.0,130.2,Colombia,tinigua,27.8,0.6,51,2020-02-13,13.6,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.33,-74.09,2020-02-13,2020,2,13,391.3,100.0,306.3,Colombia,tinigua,27.8,0.6,51,2020-02-13,13.6,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.33,-74.08,2020-02-13,2020,2,13,419.4,100.0,604.9,Colombia,tinigua,27.8,0.6,51,2020-02-13,13.6,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.33,-74.07,2021-03-04,2021,3,4,345.9,93.0,176.3,Colombia,tinigua,28.3,0.8,51,2021-03-04,24.2,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.33,-74.07,2022-02-21,2022,2,21,447.8,100.0,1123.2,Colombia,tinigua,28.1,0.2,51,2022-02-21,19.1,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.33,-74.06,2022-02-19,2022,2,19,343.7,92.0,147.7,Colombia,tinigua,27.4,9.1,63,2022-02-19,28.0,Rain,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.33,-74.06,2022-02-21,2022,2,21,340.0,89.0,50.1,Colombia,tinigua,28.1,0.2,51,2022-02-21,19.1,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.33,-74.04,2022-01-03,2022,1,3,352.1,96.0,198.9,Colombia,tinigua,26.2,6.0,63,2022-01-03,15.3,Rain,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.33,-74.03,2022-01-28,2022,1,28,330.9,83.0,103.6,Colombia,tinigua,27.0,0.8,51,2022-01-28,9.9,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.33,-74.02,2022-01-31,2022,1,31,310.9,81.0,14.2,Colombia,tinigua,27.6,0.3,51,2022-01-31,10.0,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.33,-73.98,2021-08-31,2021,8,31,328.5,83.0,20.5,Colombia,tinigua,25.7,0.6,51,2021-08-31,19.8,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.33,-73.98,2022-01-29,2022,1,29,336.4,86.0,34.0,Colombia,tinigua,27.5,0.1,51,2022-01-29,9.9,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.33,-73.97,2022-01-29,2022,1,29,338.3,88.0,37.5,Colombia,tinigua,27.5,0.1,51,2022-01-29,9.9,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.34,-74.1,2020-02-13,2020,2,13,344.5,92.0,56.9,Colombia,tinigua,27.8,0.9,53,2020-02-13,13.3,Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.34,-74.1,2022-01-29,2022,1,29,345.1,92.0,52.2,Colombia,tinigua,27.4,0.1,51,2022-01-29,9.8,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.34,-74.1,2022-01-31,2022,1,31,332.7,90.0,37.9,Colombia,tinigua,27.6,0.2,51,2022-01-31,10.0,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.34,-74.1,2022-02-02,2022,2,2,328.6,81.0,28.2,Colombia,tinigua,27.5,2.0,53,2022-02-02,24.6,Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.34,-74.08,2020-02-11,2020,2,11,395.9,94.0,221.8,Colombia,tinigua,28.0,0.4,51,2020-02-11,14.4,Light Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
2.34,-74.08,2020-02-13,2020,2,13,377.7,100.0,212.0,Colombia,tinigua,27.8,0.9,53,2020-02-13,13.3,Drizzle,"town                         La Macarena
state_district                    Ariari
state                               Meta
ISO3166-2-lvl4                    CO-MET
region            RAP (Especial) Central
country                         Colombia
country_code                          co
dtype: object",Meta,LaMacarena
